YTID,start_seconds,end_seconds,positive_labels
pedmsAxsNpY,30.0,40.0,"/m/0jbk,/t/dd00129"
pexmVzQTaDc,240.0,250.0,"/m/01yg9g,/m/02mk9,/m/07yv9,/t/dd00129"
pfJ4N2EcgNw,50.0,60.0,/t/dd00129
pgCqP5z_K8k,460.0,470.0,"/m/07yv9,/m/0k5j,/t/dd00129"
pgIzrhx4LMQ,21.0,31.0,/t/dd00129
pgNFlbVHCSk,480.0,490.0,"/m/04rlf,/t/dd00129"
pgRvwDfI7K4,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
phgnl--KTA4,21.0,31.0,"/m/06h7j,/t/dd00129"
phgpnbSwazU,30.0,40.0,"/m/07r04,/m/07yv9,/t/dd00129"
piAi-dfEvWI,30.0,40.0,"/m/0jbk,/t/dd00129"
piJaXmXmHpQ,300.0,310.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
piZX7mZVHYg,370.0,380.0,/t/dd00129
pj1dOYwJ7vw,90.0,100.0,"/m/07yv9,/t/dd00129"
pj1fr9l8LzQ,60.0,70.0,"/m/0bt9lr,/m/0jbk,/t/dd00129"
pj3kWHv6i50,80.0,90.0,"/m/07yv9,/t/dd00129"
pjEbJzoOK14,230.0,240.0,"/m/07pzfmf,/t/dd00129"
pj_RwxRw93E,380.0,390.0,"/m/04rlf,/m/06_fw,/t/dd00129"
pk8WHOuCPEk,0.0,10.0,"/m/015lz1,/m/04rlf,/t/dd00129"
pkIX5c2BFnA,40.0,50.0,"/m/07hvw1,/m/07r04,/m/07yv9,/t/dd00129"
pkjqa18hwWY,60.0,70.0,"/m/07yv9,/m/0k5j,/t/dd00129"
plm49djT8aE,240.0,250.0,/t/dd00129
pluFCofRrts,10.0,20.0,"/m/04rlf,/t/dd00129"
pmO7IqB7rLM,260.0,270.0,/t/dd00129
pmTUWYxCPhQ,20.0,30.0,"/m/04rlf,/m/0jbk,/t/dd00129"
pmxIuASUW30,20.0,30.0,"/m/04rlf,/m/07yv9,/t/dd00129"
pnQKgjqIvG0,30.0,40.0,"/m/04rlf,/m/078jl,/m/0jbk,/t/dd00129"
pnjyGuWOY6k,30.0,40.0,"/m/04_sv,/m/07yv9,/t/dd00129"
pnp5ahc9oO4,10.0,20.0,/t/dd00129
pnrBRamtP0A,330.0,340.0,"/m/028v0c,/t/dd00129"
poZYgQfJnSA,160.0,170.0,/t/dd00129
poo0WZI_ERw,20.0,30.0,"/m/05tny_,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00129"
ppuK_NuY1B4,30.0,40.0,"/m/0jbk,/t/dd00129"
pqGq-LqkcHg,10.0,20.0,"/m/07r04,/m/07yv9,/t/dd00129"
pqZ1dWoq6i4,340.0,350.0,/t/dd00129
pqh_JXm-CCc,100.0,110.0,"/m/0jbk,/t/dd00129"
psHW63AlpyQ,30.0,40.0,/t/dd00129
psTelfpdxpk,30.0,40.0,/t/dd00129
psplbU7MolE,50.0,60.0,"/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00129"
pste0D31kuA,70.0,80.0,"/m/0jbk,/t/dd00129"
pstqEv6t1o8,110.0,120.0,/t/dd00129
psyYm1toQoY,190.0,200.0,"/m/0cj0r,/m/0j2kx,/t/dd00129"
pt9oMf-zVmE,330.0,340.0,"/m/07yv9,/m/0k4j,/t/dd00129"
ptywuwaf5FQ,80.0,90.0,"/m/04rlf,/t/dd00129"
pv4Tj4_EJFc,50.0,60.0,"/m/04rlf,/m/07r04,/m/07yv9,/t/dd00129"
pv7qMP40Ziw,300.0,310.0,/t/dd00129
pvEhXoLfh8E,10.0,20.0,"/m/04rlf,/t/dd00129"
pvZHgq1mSNg,260.0,270.0,/t/dd00129
pwP4PKzopOs,0.0,10.0,"/m/04rlf,/m/0b_fwt,/t/dd00129"
pwY7cX-edN4,60.0,70.0,/t/dd00129
px129REBhwI,170.0,180.0,"/m/03m9d0z,/m/06q74,/t/dd00129"
px129u0glSQ,170.0,180.0,"/m/07hvw1,/m/07r04,/m/07yv9,/t/dd00129"
pxA1K8OW0pM,26.0,36.0,"/m/0jbk,/t/dd00129"
pxGBbSIn4eY,30.0,40.0,/t/dd00129
pxa2mQ7EQfQ,0.0,10.0,"/m/04rlf,/t/dd00129"
pxiwIGO6Sk8,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
pxnzaTTzTQk,20.0,30.0,"/m/07yv9,/t/dd00129"
pylWP1HYovI,40.0,50.0,/t/dd00129
pzFMmTcYHh8,0.0,10.0,"/m/04rlf,/t/dd00129"
pzvIJIiuQao,110.0,120.0,"/m/04rlf,/t/dd00129"
q04oeft9sxg,480.0,490.0,/t/dd00129
q0KUFLy02oE,130.0,140.0,/t/dd00129
q0XU7JcmfOc,40.0,50.0,"/m/02mk9,/t/dd00129"
q0ilICWm6XM,40.0,50.0,"/m/04rlf,/t/dd00129"
q0qxQjqfM4E,120.0,130.0,/t/dd00129
q13WklHB-Gs,30.0,40.0,"/m/078jl,/t/dd00129"
q19Ixm-lRAA,10.0,20.0,"/m/07yv9,/m/09ct_,/t/dd00129"
q1CA6DzpMdE,50.0,60.0,"/m/07r04,/m/07yv9,/t/dd00129"
q1HWrDvqDD4,470.0,480.0,/t/dd00129
q1LFy2fImfo,100.0,110.0,"/m/015lz1,/m/016cjb,/m/04rlf,/m/0l14jd,/t/dd00129"
q1lKe4eu7fw,360.0,370.0,"/m/04rlf,/t/dd00129"
q2DpAYDKgYA,20.0,30.0,"/m/028v0c,/m/07yv9,/t/dd00129"
q37RfWzoEvg,120.0,130.0,"/m/07r04,/m/07yv9,/t/dd00129"
q3DSEtEE9bY,110.0,120.0,/t/dd00129
q3a98Qk0gB8,100.0,110.0,/t/dd00129
q3iS3BpxWW8,100.0,110.0,"/m/028v0c,/t/dd00129"
q3ppmhS0nT8,100.0,110.0,"/m/0jbk,/t/dd00129"
q43-s81sjiA,10.0,20.0,"/m/07yv9,/m/0gvgw0,/m/0k4j,/t/dd00129"
q4PFOUhzi3k,10.0,20.0,/t/dd00129
q4YFJA5pFXc,110.0,120.0,"/m/09ct_,/t/dd00129"
q4nVUg_VgfU,0.0,10.0,"/m/07pb8fc,/m/07yv9,/t/dd00129"
q4sr81yhV_M,40.0,50.0,/t/dd00129
q5SxE5qSlf8,340.0,350.0,"/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00129"
q65pV3m9ecc,70.0,80.0,/t/dd00129
q693fBNxruk,30.0,40.0,"/m/034srq,/m/04rlf,/t/dd00129"
q6wv0Otd2RE,22.0,32.0,"/m/04rlf,/t/dd00129"
q6yPxW11Tw4,180.0,190.0,"/m/04rlf,/t/dd00129"
q89e5z9Hay4,130.0,140.0,"/m/0342h,/m/03m5k,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00129"
q8KOlqz8yt0,10.0,20.0,"/m/04rlf,/t/dd00129"
q8SRDOpw5cc,500.0,510.0,/t/dd00129
q8Un1jjn5L4,20.0,30.0,/t/dd00129
q8aoyj9PZk0,0.0,10.0,"/m/04rlf,/t/dd00129"
q92h7vnGgZA,60.0,70.0,/t/dd00129
q96hPAmPkoA,40.0,50.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
q9UqBMKtEEg,0.0,9.0,"/m/07r04,/m/07yv9,/t/dd00129"
q9aq1Miltt4,30.0,40.0,"/m/0jbk,/t/dd00129"
qAVPK71LAuU,10.0,20.0,/t/dd00129
qAa3xG3Dm88,0.0,9.0,/t/dd00129
qAlcXs_3BvU,10.0,20.0,/t/dd00129
qAvpDnBuUE4,50.0,60.0,"/m/0cdnk,/t/dd00129"
qBGOTAC-oSs,110.0,120.0,"/m/01d380,/t/dd00129"
qBHN-8rUx2w,0.0,10.0,/t/dd00129
qBdiGZL_ook,510.0,520.0,/t/dd00129
qBxQq2FWeKU,0.0,10.0,"/m/02rr_,/m/04rlf,/t/dd00129"
qCAWaS9HA3A,260.0,270.0,"/m/04rlf,/m/07phhsh,/t/dd00129"
qCEszStLHLg,30.0,40.0,/t/dd00129
qCa6Tr6kIus,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qCgOx-LuKlw,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qCjkYrZhV5k,30.0,40.0,/t/dd00129
qCwANwngr7o,20.0,30.0,/t/dd00129
qD32aamhC9w,160.0,170.0,"/m/07yv9,/t/dd00129"
qD7Bx9U6B2M,0.0,10.0,"/m/04rlf,/t/dd00129"
qDEpTa9yjyA,0.0,10.0,"/m/07r04,/m/07yv9,/t/dd00129"
qDbf9JH6hAs,130.0,140.0,"/m/07yv9,/t/dd00129"
qDnyg98hClQ,440.0,450.0,"/m/0ch8v,/m/0jbk,/t/dd00129"
qETWu34vmzA,180.0,190.0,"/m/04rlf,/t/dd00129"
qEZUxNWbo6Q,240.0,250.0,"/m/07yv9,/m/083vt,/t/dd00129"
qEoxN3C6a5M,30.0,40.0,/t/dd00129
qEv-AXv7Kdk,160.0,170.0,"/m/07r04,/m/07yv9,/t/dd00129"
qEzuWcyvBI8,260.0,270.0,"/m/04rlf,/m/0c1dj,/t/dd00129"
qFM2xvJ5pEA,10.0,20.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
qFaDgvDJuKI,30.0,40.0,/t/dd00129
qFiXA0eqxrI,330.0,340.0,/t/dd00129
qFl4V_45dxk,10.0,20.0,/t/dd00129
qFmSXCS4qA4,50.0,60.0,/t/dd00129
qFwiuT0ZfEM,180.0,190.0,/t/dd00129
qG5v0ipJtI8,110.0,120.0,/t/dd00129
qGD4usQxmTQ,550.0,560.0,"/m/012ndj,/m/028v0c,/m/03j1ly,/m/07r04,/m/07yv9,/t/dd00129"
qGHLc83hJpQ,120.0,130.0,"/m/0jbk,/t/dd00129"
qGcIi6iO0rA,0.0,10.0,"/m/04rlf,/m/0dbvp,/t/dd00129"
qHMgnTTLYEg,2.0,12.0,/t/dd00129
qHsB28n2R9U,140.0,150.0,"/m/07r04,/m/07yv9,/t/dd00129"
qHxbH4gnm0s,30.0,40.0,"/m/04rlf,/t/dd00129"
qII1h49W98E,0.0,10.0,/t/dd00129
qIVJ2QgOaGI,260.0,270.0,"/m/04rlf,/t/dd00129"
qIc_CONrb_8,490.0,500.0,/t/dd00129
qJ8H01mFO-I,70.0,80.0,"/m/019jd,/m/02rlv9,/m/04rlf,/m/06q74,/m/07yv9,/t/dd00129"
qJAw3GTLmpQ,190.0,200.0,"/m/04rlf,/t/dd00129"
qJCmZ3_7yAE,20.0,30.0,/t/dd00129
qJkmQh4d-pY,30.0,40.0,"/m/06h7j,/t/dd00129"
qKtxjc7br5o,30.0,40.0,/t/dd00129
qKx75IcjczM,200.0,210.0,/t/dd00129
qKzffYEPpQk,70.0,80.0,/t/dd00129
qL1ogUME6Qg,40.0,50.0,"/m/014yck,/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
qLAC3pDiDOg,420.0,430.0,"/m/07p6mqd,/t/dd00129"
qLV5jdbLKkU,70.0,80.0,/t/dd00129
qMZ-ULCGB8A,160.0,170.0,"/m/04rlf,/t/dd00129"
qNclif6SlqY,580.0,590.0,/t/dd00129
qNdsfh_ULog,80.0,90.0,/t/dd00129
qNtmZxdEQzA,370.0,380.0,"/t/dd00092,/t/dd00129"
qOv1u_SWJbc,110.0,120.0,"/m/07yv9,/t/dd00129"
qOxGah1imrY,460.0,470.0,"/m/02mk9,/m/07yv9,/t/dd00129"
qPPPPQrQtGs,460.0,470.0,/t/dd00129
qPyEAufS3gM,90.0,100.0,"/m/09ddx,/t/dd00129"
qQ4BrAnVfpw,290.0,300.0,/t/dd00129
qQR_de-uUKg,30.0,40.0,/t/dd00129
qQt0_JbOtSo,60.0,70.0,"/m/04rlf,/t/dd00126,/t/dd00129"
qQyWwBlglRY,5.0,15.0,"/m/028v0c,/m/07yv9,/m/0912c9,/t/dd00129"
qRYib2DUGuc,30.0,40.0,"/m/04rlf,/m/0ch8v,/m/0jbk,/t/dd00129"
qRhFrN4h31c,300.0,310.0,"/m/04rlf,/t/dd00129"
qRpdlNbR5wE,120.0,130.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qRqLw56UfiU,110.0,120.0,/t/dd00129
qS940OV-4f8,20.0,30.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qSesMTL_D6Y,0.0,10.0,/t/dd00129
qTBKIopRXd4,40.0,50.0,/t/dd00129
qTF25bCx0lI,150.0,160.0,"/m/07qwf61,/t/dd00129"
qTav00NAPBg,30.0,40.0,"/m/0k4j,/t/dd00129"
qTlvNRsa4_8,0.0,10.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00129"
qUMmaozRq8k,10.0,20.0,"/m/026t6,/m/04rlf,/m/06rvn,/t/dd00129"
qUQJUdJemMs,290.0,300.0,"/g/122z_qxw,/t/dd00129"
qUTnRhkHK-M,220.0,230.0,"/m/04rlf,/t/dd00129"
qV2V_wjKi94,30.0,40.0,"/m/06_fw,/t/dd00129"
qV3d7dksQgE,50.0,60.0,/t/dd00129
qVI2bnKegIA,30.0,40.0,/t/dd00129
qVgAwtVoC54,30.0,40.0,/t/dd00129
qWPdL1QEgFk,0.0,10.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qWQtiULDnbc,90.0,100.0,/t/dd00129
qWSrxAOkyMk,110.0,120.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qWpfAFPaCdo,9.0,19.0,/t/dd00129
qXCBVj0UgKE,400.0,410.0,"/m/019jd,/m/07yv9,/t/dd00129"
qXDHXCoJTww,150.0,160.0,"/m/04rlf,/t/dd00129"
qXdjrITkmPQ,30.0,40.0,"/m/0342h,/m/04rlf,/m/07xzm,/t/dd00129"
qXhHqmgDJjk,230.0,240.0,"/m/07yv9,/t/dd00129"
qXvrhAUa8ZM,120.0,130.0,"/m/012f08,/m/07yv9,/t/dd00129"
qY8-Yr35uig,570.0,580.0,/t/dd00129
qYDIxtt-Gqc,310.0,320.0,"/t/dd00128,/t/dd00129"
qYFcwrevRHQ,320.0,330.0,"/m/026t6,/m/04rlf,/t/dd00129"
qYKbApOWRAw,30.0,40.0,/t/dd00129
qYSXpSKvyPs,370.0,380.0,/t/dd00129
qYV4DDY0qyQ,130.0,140.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qYxWf3JiXQ8,270.0,280.0,"/m/04_sv,/m/07yv9,/t/dd00066,/t/dd00129"
qZAcbjYT4pg,30.0,40.0,/t/dd00129
qZQ04nMb2Eo,60.0,70.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
qZVYeLMRyeY,40.0,50.0,"/m/04rlf,/t/dd00126,/t/dd00129"
qbk1IgVONPU,480.0,490.0,/t/dd00129
qbqTUZ-bE38,300.0,310.0,"/m/04rlf,/t/dd00129"
qcH327hp6nE,10.0,20.0,"/m/07yv9,/t/dd00129"
qccIE4D4wCc,220.0,230.0,"/m/04rlf,/t/dd00129"
qczx9_uxEG0,380.0,390.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
qdQ_rTkA988,130.0,140.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
qdiCsy3CnBg,200.0,210.0,"/m/0j2kx,/m/0j6m2,/t/dd00129"
qe7Sd8AmAss,470.0,480.0,"/m/06_fw,/t/dd00129"
qe8GP68psWA,250.0,260.0,"/m/04rlf,/t/dd00129"
qeGiuBJ-QZc,200.0,210.0,"/m/04_sv,/m/04rlf,/m/07yv9,/t/dd00129"
qeZqkwRNQMM,30.0,40.0,/t/dd00129
qeieIOKLwmM,5.0,15.0,"/m/06h7j,/m/0bt9lr,/m/0jbk,/t/dd00129"
qekJgCi4eOg,130.0,140.0,"/m/07yv9,/t/dd00129"
qep4AlTLeGk,230.0,240.0,/t/dd00129
qewyA3ZPyTo,180.0,190.0,"/m/04rlf,/t/dd00129"
qfCzZS_6iAg,80.0,90.0,"/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00129"
qfNtU90Z69s,40.0,50.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qfczflsqKrs,320.0,330.0,/t/dd00129
qfwDSwhm-Lk,360.0,370.0,"/m/04rlf,/t/dd00129"
qgEfeeu_VdU,30.0,40.0,"/m/03kmc9,/m/07yv9,/t/dd00129"
qhNjo2JS9Jg,310.0,320.0,"/m/04rlf,/t/dd00037,/t/dd00129"
qhaY2HEkJoc,60.0,70.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qhbUgloI-Qw,0.0,10.0,"/m/07yv9,/t/dd00129"
qiDuLfRZUgE,120.0,130.0,"/m/07yv9,/t/dd00129"
qid3WRRcdv4,440.0,450.0,/t/dd00129
qiqlwmg8gzk,14.0,24.0,/t/dd00129
qjH93mtN4g4,360.0,370.0,"/m/07yv9,/t/dd00129"
qjJxzBM0sjM,90.0,100.0,"/m/04rlf,/t/dd00129"
qjPmK6LkLTI,430.0,440.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qkZvBDXUwdg,200.0,210.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
qkm_zHxwl4Q,30.0,40.0,"/m/04rlf,/t/dd00129"
qkscq1Jt-80,50.0,60.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qlSApkCH4Yw,480.0,490.0,/t/dd00129
qmP1elqElHY,10.0,20.0,/t/dd00129
qmmN5tbEvbk,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qmpTa1wJ3X8,240.0,250.0,"/m/0jbk,/t/dd00129"
qnJAVHQ5Qro,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
qn_3Qic4Tes,20.0,30.0,"/m/04_sv,/m/07yv9,/t/dd00129"
qnkZpHhL6N4,10.0,20.0,"/m/04rlf,/m/07yv9,/m/0k4j,/t/dd00129"
qoRsa-vngCY,10.0,20.0,"/m/07yv9,/t/dd00129"
qog-4u962Xc,18.0,28.0,"/m/04rlf,/t/dd00129"
qpGQjupl3Ok,10.0,20.0,"/m/07yv9,/t/dd00129"
qpfAuTaoMgo,110.0,120.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qqCCBs1MLTE,250.0,260.0,/t/dd00129
qqjOlwKVqzo,60.0,70.0,"/m/07yv9,/t/dd00129"
qqkQsHD_VpA,230.0,240.0,/t/dd00129
qr5-D8n2piI,30.0,40.0,/t/dd00129
qs1TcITHJIY,410.0,420.0,"/m/04rlf,/t/dd00129"
qsBsHoF8w4E,60.0,70.0,"/m/03vt0,/t/dd00129"
qtBp9n2YelM,260.0,270.0,"/m/06q74,/m/07yv9,/t/dd00129"
qtFttAyq1Eg,90.0,100.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qtlJievQeqs,420.0,430.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00129"
qtq5JyKq4lU,30.0,40.0,"/m/0jbk,/t/dd00129"
qtwsWW52VEY,40.0,50.0,"/m/07yv9,/m/0k5j,/t/dd00129"
qtyEZPPgVoc,510.0,520.0,"/m/04rlf,/t/dd00129"
quApAyjahNw,360.0,370.0,"/m/04rlf,/t/dd00129"
quXRlQHb8dE,10.0,20.0,"/m/04rlf,/t/dd00129"
quwCoiiVs_U,0.0,10.0,"/m/04rlf,/t/dd00129"
qvQV2maclBI,170.0,180.0,"/m/03p19w,/t/dd00129"
qwCRboXKExg,30.0,40.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
qwGS_bF7mi0,100.0,110.0,"/m/07r04,/m/07yv9,/m/0ltv,/t/dd00129"
qwH0KdSlSgI,110.0,120.0,"/m/07r04,/m/07yv9,/t/dd00129"
qwlAYexPppU,30.0,40.0,/t/dd00129
qwmKD-uEFCQ,100.0,110.0,"/m/07yv9,/m/0k4j,/t/dd00129"
qwyTDDlHNOE,50.0,60.0,"/m/0jbk,/t/dd00129"
qx2sw-7k43g,80.0,90.0,/t/dd00129
qxK_WvElQLY,30.0,40.0,"/m/01g50p,/m/07jdr,/m/07yv9,/t/dd00129"
qxOidV5IXQg,230.0,240.0,"/m/07yv9,/t/dd00129"
qxru7NcO20c,360.0,370.0,/t/dd00129
qy4rHdLVph4,90.0,100.0,"/m/05kq4,/t/dd00129"
qyBGXJsaz6U,180.0,190.0,"/m/07yv9,/t/dd00129"
qyMuTuqDZ_s,70.0,80.0,/t/dd00129
qyViihtAKBU,330.0,340.0,/t/dd00129
qylin7HnmsI,30.0,40.0,"/m/04rlf,/t/dd00129"
qz5PeTktapE,70.0,80.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
qzjUmlay0-U,20.0,30.0,"/m/04rlf,/t/dd00129"
r-TVk5r6_fs,10.0,20.0,/t/dd00129
r0ERs0OBqWo,390.0,400.0,"/m/028v0c,/t/dd00129"
r0TuVw_KovM,320.0,330.0,/t/dd00129
r1OYxSpfu6U,580.0,590.0,/t/dd00129
r1t8iSjECAQ,60.0,70.0,"/m/07yv9,/m/0ltv,/t/dd00129"
r2iZpKt7xDw,310.0,320.0,"/m/07yv9,/t/dd00129"
r2yRfpV94aU,550.0,560.0,/t/dd00129
r3mjbdD3Ijo,40.0,50.0,"/m/0cmf2,/t/dd00129"
r3rYRuNiEl0,230.0,240.0,/t/dd00129
r47LKyWjKcs,40.0,50.0,/t/dd00129
r4NmaiS_9To,100.0,110.0,"/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129"
r4PTd-meb7c,350.0,360.0,"/m/02mk9,/m/07yv9,/t/dd00129"
r4Y3VbmBbBc,10.0,20.0,"/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
r4YP1SO5eXc,390.0,400.0,"/m/07pbtc8,/t/dd00129"
r4r1-mywddI,20.0,30.0,/t/dd00129
r5QpcX0SwFA,190.0,200.0,/t/dd00129
r5bfLwiUk-I,70.0,80.0,"/m/04rlf,/m/0mkg,/t/dd00129"
r6EzpUO0d3s,160.0,170.0,"/m/0bt9lr,/m/0jbk,/t/dd00129"
r6IHVykTwjY,20.0,30.0,"/m/04rlf,/t/dd00129"
r6pSfLzXt74,110.0,120.0,"/m/07yv9,/t/dd00066,/t/dd00129"
r70TpGSPkLg,180.0,190.0,"/m/04rlf,/t/dd00129"
r7EbPbHB3bM,110.0,120.0,"/m/04rlf,/m/06w87,/t/dd00129"
r7f1RGfJQoY,60.0,70.0,"/m/028v0c,/t/dd00129"
r9BIhDDiW9M,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
r9FGoJRsd40,50.0,60.0,"/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
r9_JxmUQQoE,30.0,40.0,"/m/07yv9,/t/dd00128,/t/dd00129"
r9pEhfsh62E,370.0,380.0,"/m/04rlf,/t/dd00129"
rAHhV-LKxDA,40.0,50.0,"/m/0ch8v,/m/0jbk,/t/dd00129"
rAPPihx03Qs,10.0,20.0,"/m/04rlf,/t/dd00129"
rAjeZBcdXH0,410.0,420.0,/t/dd00129
rBVClhkAEfI,50.0,60.0,"/m/04rlf,/t/dd00129"
rBY9yuusoxc,60.0,70.0,"/m/07yv9,/t/dd00129"
rBgAP2bj8AM,50.0,60.0,/t/dd00129
rCNp1chcycg,250.0,260.0,/t/dd00129
rCa7uBm7Qgg,0.0,10.0,"/m/07k1x,/m/083vt,/t/dd00129"
rCfVW4KYchE,560.0,570.0,/t/dd00129
rDBcTNvKoag,0.0,10.0,"/m/04rlf,/t/dd00129"
rDq7i8bi7Y8,0.0,10.0,/t/dd00129
rEAJdwLZ4-8,590.0,600.0,"/m/0155w,/m/0342h,/m/04rlf,/m/06w87,/t/dd00129"
rEFecn1frAM,40.0,50.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00129"
rEUyPIgB4kg,200.0,210.0,"/m/04rlf,/m/0cj0r,/t/dd00129"
rEjxkPTys2E,390.0,400.0,/t/dd00129
rF2OCcrBZkw,100.0,110.0,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/t/dd00129"
rFCnJMArBJo,30.0,40.0,"/m/04rlf,/t/dd00129"
rFeQ87fyM6s,10.0,20.0,"/m/068hy,/m/0bt9lr,/m/0jbk,/m/0ytgt,/t/dd00129"
rGCQj4c5Tdc,100.0,110.0,"/m/04rlf,/t/dd00129"
rGbpG9gx5II,0.0,10.0,"/m/019jd,/m/02rlv9,/m/07yv9,/t/dd00129"
rHR62kKyjok,270.0,280.0,"/m/07pb8fc,/m/07yv9,/t/dd00129,/t/dd00130"
rHeQSicHEPE,40.0,50.0,/t/dd00129
rJWSfHCcZZU,330.0,340.0,"/m/0cj0r,/t/dd00129"
rJfY9dBdWiE,60.0,70.0,"/m/0jb2l,/t/dd00129"
rKIYx3JJOsw,240.0,250.0,/t/dd00129
rKUU0pYEI6o,10.0,20.0,"/m/0j6m2,/t/dd00129"
rKtd8BQi_AU,120.0,130.0,/t/dd00129
rL4SNITsuRg,10.0,20.0,"/m/04rlf,/t/dd00129"
rLBEsHJiqBs,20.0,30.0,"/m/04rlf,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00129,/t/dd00130"
rLR37wPkdcA,50.0,60.0,"/m/04rlf,/t/dd00129"
rLRgJpcdiYU,30.0,40.0,"/m/04rlf,/m/06h7j,/t/dd00129"
rLq8fBHRC4A,10.0,20.0,"/m/04rlf,/t/dd00129"
rMAM9RhEYkA,10.0,20.0,"/m/04_sv,/m/07yv9,/t/dd00129"
rMZMTtXaPhY,70.0,80.0,/t/dd00129
rMsey1SK2gI,120.0,130.0,"/m/07yv9,/t/dd00066,/t/dd00129"
rN2Pbe4p1pU,12.0,22.0,"/m/06h7j,/t/dd00129"
rNCnVTx7Y3Q,0.0,10.0,"/m/07yv9,/t/dd00129"
rNMGWcvhR4I,340.0,350.0,"/m/04rlf,/t/dd00129"
rPEc4D18Qdc,30.0,40.0,"/m/04rlf,/t/dd00129"
rPHCfraTjxM,20.0,30.0,"/m/028v0c,/m/0jbk,/t/dd00129"
rPskYL_vKdQ,30.0,40.0,"/m/0jbk,/t/dd00129"
rQ9VXV_90nQ,10.0,20.0,"/m/07yv9,/m/0k4j,/t/dd00129"
rQXVoaVmLqM,310.0,320.0,"/m/04rlf,/t/dd00129"
rQg7i8kODDg,0.0,10.0,"/m/04_sv,/m/07yv9,/t/dd00129"
rQitv2V7kFY,30.0,40.0,"/m/04rlf,/t/dd00129"
rR6RCiEdcGA,160.0,170.0,"/m/015lz1,/m/04rlf,/t/dd00129"
rR8BWOu7qCE,0.0,10.0,"/m/07r04,/m/07yv9,/t/dd00129"
rRA0KdrGZUc,10.0,20.0,"/m/07yv9,/m/0k5j,/t/dd00129"
rREZuTekIgE,30.0,40.0,/t/dd00129
rRY5xD8SOdw,100.0,110.0,"/m/04rlf,/t/dd00129"
rSoI3nQ4AMA,50.0,60.0,"/m/04_sv,/m/07yv9,/t/dd00129"
rSvU3wp6T6w,10.0,20.0,/t/dd00129
rT4Uo4m4EtQ,30.0,40.0,"/m/0jbk,/t/dd00129"
rTGIbzT35_k,0.0,10.0,"/m/0dl83,/t/dd00129"
rTXYIRqxkJ8,460.0,470.0,"/m/07yv9,/t/dd00129"
rT_h0cgMmVg,80.0,90.0,"/m/04rlf,/m/04szw,/m/085jw,/m/0l14j_,/t/dd00129"
rTlflyrZz8g,140.0,150.0,"/m/07yv9,/t/dd00129"
rU2kgj41-1w,110.0,120.0,"/m/019jd,/m/05kq4,/m/07yv9,/t/dd00129"
rU47UtS0UKQ,320.0,330.0,/t/dd00129
